entry_id,contest_id,contest_name,MVP - 1.5X Points,AnyFLEX,AnyFLEX,AnyFLEX,AnyFLEX,"","Instructions"
"2564694782","63855-248457501","$10K Mon NFL Pooch Punt (150 Entries Max)","63855-63115","63855-86687","63855-90537","63855-45859","63855-30989","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"","","","","","","","","","4) You can not use this form to create new entries"
"","","","","","","","",""
"","","","","","","","","",Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
"","","","","","","","","",63855-32957:Eric Tomlinson,63855-32957,TE,Eric,Eric Tomlinson,Tomlinson,0,2,5000,BAL@LV,BAL,LV,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",63855-63565:Jake Breeland,63855-63565,TE,Jake,Jake Breeland,Breeland,0,1,5000,BAL@LV,BAL,LV,Q,Knee - acl,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",63855-54606:John Brown,63855-54606,WR,John,John Brown,Brown,7.825000127156575,12,5000,BAL@LV,LV,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",63855-41042:Marcell Ateman,63855-41042,WR,Marcell,Marcell Ateman,Ateman,,,5000,BAL@LV,LV,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",63855-62042:Deon Cain,63855-62042,WR,Deon,Deon Cain,Cain,0,1,5000,BAL@LV,BAL,LV,Q,Head,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",63855-87515:Tylan Wallace,63855-87515,WR,Tylan,Tylan Wallace,Wallace,,,5000,BAL@LV,BAL,LV,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",63855-73180:Binjimen Victor,63855-73180,WR,Binjimen,Binjimen Victor,Victor,0,1,5000,BAL@LV,BAL,LV,Q,Head,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",63855-56286:Trace McSorley,63855-56286,QB,Trace,Trace McSorley,McSorley,3.1000000635782876,3,5000,BAL@LV,BAL,LV,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",63855-71521:Justice Hill,63855-71521,RB,Justice,Justice Hill,Hill,1.3125,8,5000,BAL@LV,BAL,LV,IR,Achilles,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",63855-63717:Alec Ingold,63855-63717,RB,Alec,Alec Ingold,Ingold,2.127272692593661,11,5000,BAL@LV,LV,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",63855-87787:J.K. Dobbins,63855-87787,RB,J.K.,J.K. Dobbins,Dobbins,10.617647058823529,17,5000,BAL@LV,BAL,LV,IR,Knee - acl,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",63855-79987:David Moore,63855-79987,WR,David,David Moore,Moore,6.017647238338695,17,5000,BAL@LV,LV,BAL,,,,,,MVP - 1.5X Points/AnyFLEX
